"rep","d","ang","ang_deg","method","rJ","rI1","rI2","eJ1","eJ2","eI1","eI2","time","error"
8,2,0.392699081698724,22.5,"PPD",3,3,6,0.00194962327974461,0.00208972726506319,0.0028202656841688,0.0022533870151274,218.309,NA
9,2,0.392699081698724,22.5,"PPD",3,3,6,0.00170126829163186,0.00175271139778488,0.00254119541414143,0.00230072375691227,204.453,NA
10,2,0.392699081698724,22.5,"PPD",3,3,6,0.00175001857766257,0.00193115680715562,0.00280333186932298,0.00222664942421901,232.13,NA
11,2,0.392699081698724,22.5,"PPD",3,3,6,0.00168572904199734,0.00178573116408889,0.00279008593170761,0.00217380950576723,214.568,NA
12,2,0.392699081698724,22.5,"PPD",3,3,6,0.00177470450105707,0.00180841574732409,0.00263799761620744,0.00217039228026942,218.013000000001,NA
13,2,0.392699081698724,22.5,"PPD",3,3,6,0.00176101660328302,0.00185257356192733,0.00269170560333787,0.00217832014646573,205.446,NA
14,2,0.392699081698724,22.5,"PPD",3,3,6,0.00182258710158818,0.00198188733217238,0.00272392089273939,0.00217369538106372,213.804999999999,NA
15,2,0.392699081698724,22.5,"PPD",3,3,6,0.00192766829582187,0.00189793319304611,0.00274713873552356,0.00224413437714227,199.967,NA
16,2,0.392699081698724,22.5,"PPD",3,3,6,0.00206469945864801,0.00206092554426234,0.00293141921878381,0.00234020723920298,213.649,NA
17,2,0.392699081698724,22.5,"PPD",3,3,6,0.00191774286684634,0.00196990739264098,0.00282306278061291,0.00223880384589262,220.472,NA
18,2,0.392699081698724,22.5,"PPD",3,3,6,0.00189560843448873,0.00205114168156305,0.00273735546757535,0.00232427259454576,202.577,NA
19,2,0.392699081698724,22.5,"PPD",3,3,6,0.00177005469748323,0.00187934260510766,0.00259756524341506,0.00222591727787609,203.125,NA
20,2,0.392699081698724,22.5,"PPD",3,3,6,0.00172067960872114,0.00182651234705135,0.00255446236941491,0.00221858354774398,220.549,NA
21,2,0.392699081698724,22.5,"PPD",3,3,6,0.0017601074608794,0.0018268135431844,0.00262708046235891,0.00225199973993837,215.916999999999,NA
22,2,0.392699081698724,22.5,"PPD",3,3,6,0.00174854262368439,0.00184621860442781,0.00283887898407786,0.00220192268648237,211.3,NA
23,2,0.392699081698724,22.5,"PPD",3,3,6,0.00209243603617652,0.00206140158095769,0.00314184793053774,0.00221225544981438,243.321,NA
24,2,0.392699081698724,22.5,"PPD",3,3,6,0.00181767174602913,0.00181251578889752,0.00280119338567042,0.00219315764505696,251.198,NA
25,2,0.392699081698724,22.5,"PPD",3,3,6,0.00181452791860436,0.00186616773979079,0.00267548856476009,0.00222401960243882,211.034000000001,NA
26,2,0.392699081698724,22.5,"PPD",3,3,6,0.00167606207246252,0.00185844383494893,0.00257510050144658,0.00224638477094892,214.196000000001,NA
27,2,0.392699081698724,22.5,"PPD",3,3,6,0.00168700550162677,0.00176633382114829,0.00242182819257136,0.00217371566640041,239.215,NA
28,2,0.392699081698724,22.5,"PPD",3,3,6,0.00171633260314568,0.00171876866168569,0.0025442179878235,0.00217078569723966,215.440000000001,NA
29,2,0.392699081698724,22.5,"PPD",3,3,6,0.00180092710517405,0.0018595568818542,0.00252276192498872,0.00225235299124691,216.590999999999,NA
30,2,0.392699081698724,22.5,"PPD",3,3,6,0.00166435247414337,0.00188856947868405,0.00248704449502452,0.00222067506384544,214.221,NA
31,2,0.392699081698724,22.5,"PPD",3,3,6,0.00165332637710891,0.00181765069180036,0.00242256170688002,0.00219975142496767,211.757000000001,NA
32,2,0.392699081698724,22.5,"PPD",3,3,6,0.00164660407928457,0.0017612218775713,0.00258888488939046,0.00221398467676351,224.929,NA
33,2,0.392699081698724,22.5,"PPD",3,3,6,0.00174728246880917,0.00193742784063414,0.00269496586921331,0.00222100786625862,201.975,NA
34,2,0.392699081698724,22.5,"PPD",3,3,6,0.00183260808956304,0.00194029900512138,0.00264640473419326,0.00218650596194425,217.041,NA
35,2,0.392699081698724,22.5,"PPD",3,3,6,0.0018317135669818,0.00196886043770283,0.00279512587157507,0.00228702212490163,202.724,NA
36,2,0.392699081698724,22.5,"PPD",3,3,6,0.0017043824945886,0.00181823846694161,0.00247450011443613,0.00218639211190029,234.013,NA
37,2,0.392699081698724,22.5,"PPD",3,3,6,0.00172709196485268,0.00186739362585699,0.0024140548425576,0.00216957671363438,213.74,NA
38,2,0.392699081698724,22.5,"PPD",3,3,6,0.00179120944030454,0.00204312494065048,0.002629167253887,0.00230859943941021,201.696,NA
39,2,0.392699081698724,22.5,"PPD",3,3,6,0.00165187946280362,0.00178506668071459,0.00255384937126677,0.00218334533834841,224.975,NA
40,2,0.392699081698724,22.5,"PPD",3,3,6,0.00187138514734339,0.00191402936466059,0.00266376498392284,0.00225970766576003,218.578,NA
41,2,0.392699081698724,22.5,"PPD",3,3,6,0.00204013240651356,0.0021023018234257,0.00288015084193908,0.00223446616143172,216.918000000001,NA
42,2,0.392699081698724,22.5,"PPD",3,3,6,0.00165201411600688,0.00182973762253587,0.00254898917250221,0.00216350535827206,205.985,NA
43,2,0.392699081698724,22.5,"PPD",3,3,6,0.00182401622692161,0.00187707221544641,0.00282913275699958,0.00221607927390151,213.558,NA
44,2,0.392699081698724,22.5,"PPD",3,3,6,0.00157826911489389,0.00184361684577613,0.00253067564396483,0.00218658530227729,206.811,NA
45,2,0.392699081698724,22.5,"PPD",3,3,6,0.00167178182794284,0.00181057310808042,0.00257528634079975,0.00225703563179875,214.948,NA
46,2,0.392699081698724,22.5,"PPD",3,3,6,0.00188330624740064,0.00199701012804916,0.00259553658128966,0.00222163559389002,218.79,NA
47,2,0.392699081698724,22.5,"PPD",3,3,6,0.00161342978722024,0.00182200338508429,0.00242329317772251,0.00220688921872321,211.839,NA
48,2,0.392699081698724,22.5,"PPD",3,3,6,0.00164530886704237,0.00182570048320063,0.00269533052858218,0.00224582254751695,215.205,NA
49,2,0.392699081698724,22.5,"PPD",3,3,6,0.00163049857165939,0.00188379963304368,0.00236806195205454,0.00222774110331021,220.339,NA
50,2,0.392699081698724,22.5,"PPD",3,3,6,0.00182246296406958,0.00191213273331069,0.0025834140786197,0.00229356277098667,225.743,NA
51,2,0.392699081698724,22.5,"PPD",3,3,6,0.0016753308565879,0.00184603334891737,0.00240146738612553,0.00222357705633333,230.05,NA
52,2,0.392699081698724,22.5,"PPD",3,3,6,0.00159817240784582,0.00181714522167744,0.00252228414908824,0.00221628557936832,216.592000000001,NA
53,2,0.392699081698724,22.5,"PPD",3,3,6,0.00161989676421466,0.00184520868130362,0.00237203593676755,0.00228524893338026,200.621999999999,NA
54,2,0.392699081698724,22.5,"PPD",3,3,6,0.00164427522018702,0.00172271348996793,0.00258535823070023,0.00219197537435,220.003000000001,NA
55,2,0.392699081698724,22.5,"PPD",3,3,6,0.00192251071131862,0.00211099332768705,0.00267078268527062,0.00226720992449549,256.527,NA
56,2,0.392699081698724,22.5,"PPD",3,3,6,0.00171528123106332,0.00200312969391783,0.00257645001152741,0.0022375664718254,198.240000000001,NA
57,2,0.392699081698724,22.5,"PPD",3,3,6,0.00230590102256541,0.00216961523659224,0.00329169916237488,0.002344016781236,219.12,NA
58,2,0.392699081698724,22.5,"PPD",3,3,6,0.00179655376919294,0.00195187444289079,0.00277452427253279,0.00223883552504875,229.754,NA
59,2,0.392699081698724,22.5,"PPD",3,3,6,0.00169307983836945,0.00187967030528601,0.00260831165317965,0.0021951556491934,206.956,NA
60,2,0.392699081698724,22.5,"PPD",3,3,6,0.0018072530290945,0.0019967639531818,0.00260165236456675,0.00233931207895172,206.998,NA
61,2,0.392699081698724,22.5,"PPD",3,3,6,0.00169490554889319,0.001895627732882,0.00245290160468431,0.00223339137499776,220.645,NA
62,2,0.392699081698724,22.5,"PPD",3,3,6,0.0017934359559151,0.00191664994366648,0.00249230323195059,0.00221989513145408,221.049,NA
63,2,0.392699081698724,22.5,"PPD",3,3,6,0.00172140821208603,0.00187859894853301,0.00251444680706713,0.00217457980437241,250.49,NA
64,2,0.392699081698724,22.5,"PPD",3,3,6,0.00166046569945557,0.00181308189466987,0.00254556489600526,0.00217039737364689,229.175999999999,NA
65,2,0.392699081698724,22.5,"PPD",3,3,6,0.00190536419415588,0.00197484735446725,0.00265765593477346,0.00220595064840562,217.952,NA
66,2,0.392699081698724,22.5,"PPD",3,3,6,0.00168135566705517,0.00194892298395692,0.00257586878387431,0.00222485894442203,204.808,NA
67,2,0.392699081698724,22.5,"PPD",3,3,6,0.00162141604568513,0.00182601731127541,0.0025293719877627,0.00219958915616465,220.526,NA
68,2,0.392699081698724,22.5,"PPD",3,3,6,0.00187386423127927,0.00189275481894251,0.00272249425532532,0.00223884833730819,219.619,NA
69,2,0.392699081698724,22.5,"PPD",3,3,6,0.00189718336443069,0.00189205158101683,0.00295017935565663,0.0023484693746187,209.052,NA
70,2,0.392699081698724,22.5,"PPD",3,3,6,0.0017311416212506,0.00185062847593946,0.0026562829173259,0.00219309995959174,221.51,NA
71,2,0.392699081698724,22.5,"PPD",3,3,6,0.00186220482154209,0.00188381705149906,0.00276608463979529,0.00227329338134876,222.107,NA
72,2,0.392699081698724,22.5,"PPD",3,3,6,0.00195425744170123,0.00205904440019445,0.00282291769085673,0.00223084999567215,218.684999999999,NA
73,2,0.392699081698724,22.5,"PPD",3,3,6,0.0016950856899098,0.00187388349591492,0.00249290584417151,0.00216950595849896,217.902,NA
74,2,0.392699081698724,22.5,"PPD",3,3,6,0.00172685141036948,0.00169194537586802,0.0026592535704033,0.00218409785122424,220.303,NA
75,2,0.392699081698724,22.5,"PPD",3,3,6,0.00185815066097914,0.00188220966188267,0.00259387381115398,0.0022532190893314,209.714,NA
76,2,0.392699081698724,22.5,"PPD",3,3,6,0.001770014119715,0.00180237192402248,0.00262919940008017,0.00229399934416454,239.747,NA
77,2,0.392699081698724,22.5,"PPD",3,3,6,0.00197751666926095,0.00212033221510392,0.00306390679097182,0.00222209301352308,213.766000000001,NA
78,2,0.392699081698724,22.5,"PPD",3,3,6,0.00150525444253457,0.00175807239201579,0.00248880583175425,0.00217643134475916,215.273999999999,NA
79,2,0.392699081698724,22.5,"PPD",3,3,6,0.00160608986186952,0.00182642542544356,0.00251437144307205,0.00219023914393071,224.199000000001,NA
80,2,0.392699081698724,22.5,"PPD",3,3,6,0.00184191317658974,0.00195575918789207,0.00267307784585219,0.00220200661561854,215.682,NA
81,2,0.392699081698724,22.5,"PPD",3,3,6,0.00175105926251537,0.0019366675769434,0.00269330139191252,0.00229285379567051,216.232999999999,NA
82,2,0.392699081698724,22.5,"PPD",3,3,6,0.0017308222606697,0.00188499700245068,0.00262783652189741,0.00227026011936417,228.629,NA
83,2,0.392699081698724,22.5,"PPD",3,3,6,0.0017936311066082,0.00191629453050118,0.0026582560874434,0.00217941030374842,201.142,NA
84,2,0.392699081698724,22.5,"PPD",3,3,6,0.00180641122699234,0.00194756093369778,0.00263840225643598,0.00233979610930534,224.925,NA
85,2,0.392699081698724,22.5,"PPD",3,3,6,0.00179527533974343,0.00187335721645589,0.00279826293371566,0.00236080792473059,219.818,NA
86,2,0.392699081698724,22.5,"PPD",3,3,6,0.00181131834537996,0.00194371208922152,0.00256825602214205,0.00224328302065873,221.647,NA
87,2,0.392699081698724,22.5,"PPD",3,3,6,0.00176214915260405,0.00189471550767037,0.00267032000560345,0.00221849857408497,235.689,NA
88,2,0.392699081698724,22.5,"PPD",3,3,6,0.00172549875456095,0.00189417860262531,0.00268007460965082,0.00224565696739074,208.474999999999,NA
89,2,0.392699081698724,22.5,"PPD",3,3,6,0.00174205557409098,0.00180483084442208,0.00248699335649988,0.00232002704619821,218.964,NA
90,2,0.392699081698724,22.5,"PPD",3,3,6,0.00171902332017551,0.00187394752418548,0.00253086467764446,0.00220456740441945,217.207,NA
91,2,0.392699081698724,22.5,"PPD",3,3,6,0.00194817715360146,0.0020699310613926,0.00276680018867458,0.0022187443467633,219.266,NA
92,2,0.392699081698724,22.5,"PPD",3,3,6,0.00174258129835448,0.0019517137880875,0.00275912174653137,0.0022687850759039,203.238,NA
93,2,0.392699081698724,22.5,"PPD",3,3,6,0.00170325973586545,0.00181721034164213,0.00254631061056537,0.00221688083436985,220.542,NA
94,2,0.392699081698724,22.5,"PPD",3,3,6,0.00191420696659134,0.0019275235550457,0.00278049756362525,0.00227756117366174,246.249,NA
95,2,0.392699081698724,22.5,"PPD",3,3,6,0.00180943854313956,0.00195714024486772,0.00274056962857946,0.00221982381140232,217.306,NA
96,2,0.392699081698724,22.5,"PPD",3,3,6,0.00175650940304952,0.00190280008450954,0.0025316840493513,0.00217714548454778,212.156,NA
97,2,0.392699081698724,22.5,"PPD",3,3,6,0.00169265946828868,0.0018633066750865,0.00238141061122014,0.00220143898512674,220.591,NA
98,2,0.392699081698724,22.5,"PPD",3,3,6,0.00184520055290685,0.0018677085819311,0.00269954233363202,0.00229838174134997,215.858,NA
99,2,0.392699081698724,22.5,"PPD",3,3,6,0.00176665261523132,0.00188632771463946,0.00250926513755765,0.00220720878735042,208.516,NA
100,2,0.392699081698724,22.5,"PPD",3,3,6,0.00169592469361137,0.00181404535367309,0.00258557012153443,0.00224240001597277,208.862,NA
1,0.1,0.785398163397448,45,"PPD",1,5,8,0.819218414734691,0.898410626704605,3.36094161750277,2.09315002396698,221.335,NA
2,0.1,0.785398163397448,45,"PPD",1,5,8,0.83788595413786,0.917149765125562,3.20029595134316,2.10890530850122,216.914000000001,NA
3,0.1,0.785398163397448,45,"PPD",1,5,8,0.929666458136017,0.995759465782048,3.38823423395973,2.1221538770829,219.014,NA
4,0.1,0.785398163397448,45,"PPD",1,5,8,0.886976872473443,1.07790284361949,3.30177823698603,2.15623277105331,203.248,NA
5,0.1,0.785398163397448,45,"PPD",1,5,8,0.91467398143673,1.05048093948852,3.37464752755547,2.12700817316339,220.798,NA
6,0.1,0.785398163397448,45,"PPD",1,5,8,0.93562290392141,0.936385746081237,3.41396500697679,2.10701005197662,232.228999999999,NA
7,0.1,0.785398163397448,45,"PPD",1,5,8,0.9493134813997,0.981903092529896,3.46965867574012,2.11929904133041,248.830000000001,NA
8,0.1,0.785398163397448,45,"PPD",1,5,8,0.826558443777855,0.90423394236706,3.30429108233644,2.0581267410177,229.208,NA
9,0.1,0.785398163397448,45,"PPD",1,5,8,0.867294196464432,1.03731711012015,3.35631526408978,2.11837870280902,220.433,NA
10,0.1,0.785398163397448,45,"PPD",1,5,8,0.859614940600871,0.974412158882236,3.36891420437336,2.03676396571648,228.713,NA
11,0.1,0.785398163397448,45,"PPD",1,5,8,0.976137848390039,0.922222830699765,3.40747038494428,2.09320742052734,209.697,NA
12,0.1,0.785398163397448,45,"PPD",2,4,7,0.779245490434897,0.993290280305018,2.47047148794448,1.77210271244252,213.994,NA
13,0.1,0.785398163397448,45,"PPD",1,5,8,1.05534506346436,1.04314448680457,3.47830349185568,2.08582786547398,233.564,NA
14,0.1,0.785398163397448,45,"PPD",1,5,8,0.923169184703137,0.994946765173603,3.4789512897266,2.07262705167471,201.483999999999,NA
15,0.1,0.785398163397448,45,"PPD",1,5,8,0.878350287483258,0.998966930172978,3.4012387972651,2.07561225631331,219.817,NA
16,0.1,0.785398163397448,45,"PPD",1,5,8,0.843114352425606,1.04696415069403,3.33297201755133,2.09414577649314,218.554,NA
17,0.1,0.785398163397448,45,"PPD",1,5,8,0.863565146894098,0.930364265174531,3.36206992755219,2.07699166785142,215.860000000001,NA
18,0.1,0.785398163397448,45,"PPD",1,5,8,0.894452559258842,0.938764071853082,3.44222441358994,2.09598973727247,217.743,NA
19,0.1,0.785398163397448,45,"PPD",1,5,8,0.856040434081876,0.945649574943109,3.32071417236019,2.0770181365111,235.741,NA
20,0.1,0.785398163397448,45,"PPD",1,5,8,0.903280465508617,0.954111135620779,3.42158917391227,2.04557727932833,219.095,NA
21,0.1,0.785398163397448,45,"PPD",1,5,8,0.870907450987149,0.994839970462668,3.350265377345,2.09207989768428,207.286,NA
22,0.1,0.785398163397448,45,"PPD",1,5,8,0.875181154585499,1.03014997194422,3.26496188594099,2.06425726508149,217.678000000001,NA
23,0.1,0.785398163397448,45,"PPD",1,5,8,0.947441078616239,0.950357379138906,3.50982473552367,2.14988290351883,207.261,NA
24,0.1,0.785398163397448,45,"PPD",1,5,8,0.853426623901721,1.03571955890718,3.27342238725021,2.12796916550113,218.584,NA
25,0.1,0.785398163397448,45,"PPD",1,5,8,0.843338593286185,0.918119035502626,3.40020654085928,2.06323992300697,225.566,NA
26,0.1,0.785398163397448,45,"PPD",1,5,8,0.851858988413679,0.928527882943372,3.22818193379485,2.11161591854631,212.285,NA
27,0.1,0.785398163397448,45,"PPD",1,5,8,0.992267951031018,0.928297679417372,3.43585421721914,2.06824097231734,204.379,NA
28,0.1,0.785398163397448,45,"PPD",1,5,8,0.926705629978822,0.991343567163724,3.44486586187677,2.13080020808211,220.521,NA
29,0.1,0.785398163397448,45,"PPD",1,5,8,0.932884916654488,0.97726755840363,3.40864488654657,2.10598921287986,216.152999999999,NA
30,0.1,0.785398163397448,45,"PPD",1,5,8,0.960395676512602,1.02069006353544,3.38124870557774,2.11821842487991,219.296,NA
31,0.1,0.785398163397448,45,"PPD",1,5,8,0.94560947845815,1.00241217380462,3.41064757395709,2.10580334668094,210.907,NA
32,0.1,0.785398163397448,45,"PPD",1,5,8,0.905598253021197,0.894747647130857,3.33513937618218,2.0701559596857,204.96,NA
33,0.1,0.785398163397448,45,"PPD",1,5,8,0.885983178461273,0.95204217342821,3.36538624542806,2.07825537547324,247.156000000001,NA
34,0.1,0.785398163397448,45,"PPD",1,5,8,0.827715721060652,0.886306282961794,3.26006786845442,2.0998600553822,217.275,NA
35,0.1,0.785398163397448,45,"PPD",1,5,8,0.94540733511018,0.951100514712289,3.38426708424713,2.1114570193277,215.652,NA
36,0.1,0.785398163397448,45,"PPD",1,5,8,0.802689622588545,0.878930814690826,3.27034755856921,2.06239616028828,228.034000000001,NA
37,0.1,0.785398163397448,45,"PPD",1,5,8,0.854036041200784,0.927997281834492,3.36565865030188,2.097157102162,210.766,NA
38,0.1,0.785398163397448,45,"PPD",1,5,8,0.924281050618892,0.961815994992023,3.51273094070883,2.08996547210344,239.467,NA
39,0.1,0.785398163397448,45,"PPD",1,5,8,0.913616263325363,0.887204364662293,3.39407935122759,2.0100114087867,222.910000000001,NA
40,0.1,0.785398163397448,45,"PPD",1,5,8,0.94207394550441,0.970687416184233,3.34159721737783,2.10256239049837,216.090999999999,NA
41,0.1,0.785398163397448,45,"PPD",1,5,8,0.873179912848014,0.936497984127728,3.44500992856106,2.08882007381965,218.225,NA
42,0.1,0.785398163397448,45,"PPD",1,5,8,0.820956078421398,0.945958187619781,3.30111555411164,2.09769424890367,241.586,NA
43,0.1,0.785398163397448,45,"PPD",1,5,8,0.929700764238354,1.03453834400433,3.22066527097764,2.15675503148984,214.803,NA
44,0.1,0.785398163397448,45,"PPD",1,5,8,0.870006157999191,0.945562739931799,3.34230962265926,2.08282134249036,243.360000000001,NA
45,0.1,0.785398163397448,45,"PPD",1,5,8,0.932436265467584,0.956196823131266,3.43898472996829,2.10283481287748,228.856000000001,NA
46,0.1,0.785398163397448,45,"PPD",1,5,8,0.844352638984292,0.960267094656515,3.29131519230271,2.12208616863704,219.204,NA
47,0.1,0.785398163397448,45,"PPD",1,5,8,0.847351135629289,0.935155654751577,3.4129488602381,2.09218944297242,214.982,NA
48,0.1,0.785398163397448,45,"PPD",1,5,8,0.887212902763729,1.00278132140392,3.33374750496951,2.09894505231163,224.084,NA
49,0.1,0.785398163397448,45,"PPD",1,5,8,0.922546913614486,0.87808735182977,3.35852983346873,2.04579630840759,212.928,NA
50,0.1,0.785398163397448,45,"PPD",1,5,8,0.888925394080548,0.979276095757184,3.28850673588604,2.08233221731775,205.986,NA
51,0.1,0.785398163397448,45,"PPD",1,5,8,0.833570199182005,0.933675188658144,3.26482133698206,2.15733765632156,217.86,NA
52,0.1,0.785398163397448,45,"PPD",1,5,8,0.928531780475051,0.98089266943942,3.36146037220733,2.09334391171398,220.035,NA
53,0.1,0.785398163397448,45,"PPD",1,5,8,0.957274767206601,1.02643957404133,3.42096062078156,2.072644091023,218.564,NA
54,0.1,0.785398163397448,45,"PPD",1,5,8,0.916604661689123,0.95413541951632,3.35621768078015,2.12947909610584,214.674,NA
55,0.1,0.785398163397448,45,"PPD",1,5,8,0.992078583024722,1.04640127448976,3.43335305066402,2.1249868207681,219.068,NA
56,0.1,0.785398163397448,45,"PPD",1,5,8,0.976949357399679,0.960386239836337,3.44994172356552,2.04396212422875,211.696,NA
57,0.1,0.785398163397448,45,"PPD",1,5,8,0.909353621989604,0.951632730567653,3.39357072804918,2.11692386967967,212.326,NA
58,0.1,0.785398163397448,45,"PPD",1,5,8,0.868832577687879,0.930740254845875,3.35886794608492,2.11712366939663,200.287,NA
59,0.1,0.785398163397448,45,"PPD",1,5,8,0.852456137100286,0.94169521633939,3.21917172238657,2.10147513665862,217.647,NA
60,0.1,0.785398163397448,45,"PPD",1,5,8,0.951904424895759,0.938925690356914,3.47218268984309,2.02501647311836,217.998000000001,NA
61,0.1,0.785398163397448,45,"PPD",1,5,8,0.964799624296074,1.11459082928892,3.49013571414764,2.09835526036141,227.299,NA
62,0.1,0.785398163397448,45,"PPD",1,5,8,0.809741816059293,1.03128652735545,3.31613333462657,2.10594301525299,242.817,NA
63,0.1,0.785398163397448,45,"PPD",1,5,8,0.84498226982566,0.928200349238718,3.43675715808992,2.10327420840096,211.958,NA
64,0.1,0.785398163397448,45,"PPD",1,5,8,0.822427067715195,0.934977903585627,3.33776609250929,2.0619161185328,217.121,NA
65,0.1,0.785398163397448,45,"PPD",1,5,8,0.84907253690549,0.920377123941956,3.32713428760387,2.01461867263845,214.532,NA
66,0.1,0.785398163397448,45,"PPD",1,5,8,0.861725296358267,0.928016576632143,3.33210974341483,2.06272714058047,214.243,NA
67,0.1,0.785398163397448,45,"PPD",1,5,8,0.881603968989448,0.921236392184101,3.30426533615751,2.12019207884844,215.974,NA
68,0.1,0.785398163397448,45,"PPD",1,5,8,0.859728333844516,0.91701639183129,3.38691810200746,2.08561795910657,251.286,NA
69,0.1,0.785398163397448,45,"PPD",1,5,8,0.871664218151987,0.90499568040611,3.31539376425196,2.10220893028831,217.531,NA
70,0.1,0.785398163397448,45,"PPD",1,5,8,0.982995363692153,0.988898958091189,3.53437651070516,2.05729717192268,232.485000000001,NA
71,0.1,0.785398163397448,45,"PPD",1,5,8,0.875513308910841,1.04769821910983,3.36063059124921,2.09514788914821,212.704,NA
72,0.1,0.785398163397448,45,"PPD",1,5,8,0.830987657401549,0.9332963515383,3.29383980985697,2.10545998493248,247.88,NA
73,0.1,0.785398163397448,45,"PPD",1,5,8,1.00009926548785,1.00237948832577,3.4506245215438,2.07698443377095,238.341,NA
74,0.1,0.785398163397448,45,"PPD",1,5,8,0.852373774824461,1.04920288545288,3.30022292193176,2.12993498557026,213.229,NA
75,0.1,0.785398163397448,45,"PPD",1,5,8,0.850798195395464,0.898821743240074,3.30879279537764,2.03905180880586,200.811,NA
76,0.1,0.785398163397448,45,"PPD",1,5,8,0.9497581428567,1.00219706756186,3.39222604060906,2.10072388076619,218.854,NA
77,0.1,0.785398163397448,45,"PPD",1,5,8,0.903092437424585,0.928124110446542,3.24671538417813,2.0703656581137,224.635,NA
78,0.1,0.785398163397448,45,"PPD",1,5,8,0.910408821226157,1.04403628721663,3.39792424637943,2.12036005224324,216.785,NA
79,0.1,0.785398163397448,45,"PPD",1,5,8,0.941894263560506,0.966616747828644,3.37125284217372,2.06882662453328,218.571,NA
80,0.1,0.785398163397448,45,"PPD",1,5,8,0.825770546189759,0.907989474442436,3.29395507932094,2.01685185401233,201.69,NA
81,0.1,0.785398163397448,45,"PPD",1,5,8,0.879293106396388,0.910702365358205,3.38175685691124,2.0776500341689,218.106,NA
82,0.1,0.785398163397448,45,"PPD",1,5,8,0.851938487051681,1.01131205480946,3.31714460515056,2.09355845116461,214.166,NA
83,0.1,0.785398163397448,45,"PPD",1,5,8,0.925368374377861,0.929113144232023,3.45865258910665,2.02221159569673,259.442,NA
84,0.1,0.785398163397448,45,"PPD",1,5,8,0.835989564019775,0.950055540922832,3.26793310287902,2.04308682624313,219.500999999999,NA
85,0.1,0.785398163397448,45,"PPD",1,5,8,0.81360035109078,0.92992692737104,3.24604555916476,2.09278182298634,218.021000000001,NA
86,0.1,0.785398163397448,45,"PPD",1,5,8,0.840455715758981,1.07182862164526,3.32582783657001,2.05157627060176,226.107,NA
87,0.1,0.785398163397448,45,"PPD",1,5,8,0.856236575637106,1.00281824575693,3.32225497547812,2.07977822687925,226.525,NA
88,0.1,0.785398163397448,45,"PPD",1,5,8,1.00738646244738,1.14213898202111,3.39762255768233,2.16213797769988,221.651000000001,NA
89,0.1,0.785398163397448,45,"PPD",1,5,8,0.945710501130738,0.946614006400185,3.31553527410674,2.06838825699949,218.429999999999,NA
90,0.1,0.785398163397448,45,"PPD",1,5,8,0.965651271481801,1.059029919395,3.35788911735886,2.09116736597007,222.982,NA
91,0.1,0.785398163397448,45,"PPD",1,5,8,0.86878800690173,0.962992101894334,3.29042272771953,2.10781546732797,217.953,NA
92,0.1,0.785398163397448,45,"PPD",1,5,8,0.837476188670444,0.915531673235272,3.2311558493361,2.12570354338867,218.214,NA
93,0.1,0.785398163397448,45,"PPD",1,5,8,0.831260956927131,1.01039493552711,3.30316104077328,2.14673678044899,281.58,NA
94,0.1,0.785398163397448,45,"PPD",1,5,8,0.926181354557382,1.00302712321754,3.31360579561625,2.09828979117561,217.895,NA
95,0.1,0.785398163397448,45,"PPD",1,5,8,0.831425029305066,0.938973386462148,3.31721215593291,2.13271743004323,216.881,NA
96,0.1,0.785398163397448,45,"PPD",2,4,7,0.816063155436295,1.00143783042951,2.48032105800929,1.7706415169916,202.683,NA
97,0.1,0.785398163397448,45,"PPD",1,5,8,0.892967832158984,0.957493604511007,3.45582567975719,2.10185350249091,212.305,NA
98,0.1,0.785398163397448,45,"PPD",1,5,8,0.882579033605694,0.943297419180161,3.4275749800518,2.0929984413357,215.011,NA
99,0.1,0.785398163397448,45,"PPD",1,5,8,0.819720836531696,0.906984598108461,3.32288950783086,2.03083218543731,250.507,NA
100,0.1,0.785398163397448,45,"PPD",1,5,8,0.811584318572487,0.924114985084189,3.25074213863282,2.07188647416884,233.51,NA
1,0.25,0.785398163397448,45,"PPD",3,3,6,0.115563766102967,0.130273419389024,0.21732982087204,0.18854954286222,216.477,NA
2,0.25,0.785398163397448,45,"PPD",3,3,6,0.107001861687751,0.126049063923178,0.200656716652404,0.192921602941844,247.466,NA
3,0.25,0.785398163397448,45,"PPD",3,3,6,0.105493607061361,0.123130785431965,0.203847480074868,0.19300834654966,201.709000000001,NA
4,0.25,0.785398163397448,45,"PPD",3,3,6,0.113655161716243,0.134000327824865,0.212055909992964,0.177283913034304,211.867,NA
5,0.25,0.785398163397448,45,"PPD",3,3,6,0.10733738240905,0.123437230883558,0.212546142296923,0.194851415097257,219.381,NA
6,0.25,0.785398163397448,45,"PPD",3,3,6,0.111720243494947,0.12764494586497,0.201315687222899,0.184320747473979,218.803000000001,NA
7,0.25,0.785398163397448,45,"PPD",3,3,6,0.107457497552458,0.121287897485003,0.204286337996093,0.182667942571427,217.766,NA
8,0.25,0.785398163397448,45,"PPD",3,3,6,0.105493858537333,0.126375116988665,0.208161133312754,0.183987367557936,217.729,NA
9,0.25,0.785398163397448,45,"PPD",3,3,6,0.109863725749379,0.127440231902383,0.203577657739122,0.183380979133168,215.206,NA
10,0.25,0.785398163397448,45,"PPD",3,3,6,0.113124979763886,0.120758987212471,0.201605386633233,0.185899747543874,257.309999999999,NA
